class,seed,pretrain_seed,method,auroc,auprc
class_BetaBlocker,43,1,finlayson_structure,0.8866666666666666,0.19607843137254902
class_BetaBlocker,43,1,finlayson_expression,0.7933333333333334,0.06818181818181818
class_BetaBlocker,43,1,finlayson_concat,0.9033333333333333,0.2833333333333333
class_BetaBlocker,43,2,finlayson_structure,0.7166666666666667,0.033850129198966405
class_BetaBlocker,43,2,finlayson_expression,0.7599999999999999,0.04
class_BetaBlocker,43,2,finlayson_concat,0.7466666666666667,0.03732303732303732
class_BetaBlocker,44,0,finlayson_structure,0.8633333333333333,0.10964912280701754
class_BetaBlocker,44,0,finlayson_expression,0.7166666666666666,0.05482456140350877
class_BetaBlocker,44,0,finlayson_concat,0.8366666666666667,0.10507246376811594
class_BetaBlocker,44,1,finlayson_structure,0.7233333333333333,0.03478523895946763
class_BetaBlocker,44,1,finlayson_expression,0.6733333333333333,0.04131652661064426
class_BetaBlocker,44,1,finlayson_concat,0.7433333333333333,0.04390681003584229
class_BetaBlocker,44,2,finlayson_structure,0.5766666666666667,0.022462149416728715
class_BetaBlocker,44,2,finlayson_expression,0.6533333333333333,0.03288152610441767
class_BetaBlocker,44,2,finlayson_concat,0.6266666666666666,0.025978407557354925
class_BetaBlocker,45,0,finlayson_structure,0.9866666666666667,0.6666666666666666
class_BetaBlocker,45,0,finlayson_expression,0.9466666666666667,0.5555555555555556
class_BetaBlocker,45,0,finlayson_concat,0.9833333333333334,0.6428571428571428
